alert_id,store_id,sku_id,category,stock_level,threshold,markdown_recommended,date
ALERT_2341,STORE_083,SKU_Cereals_867,Snacks,300,107,True,2024-08-21
ALERT_2342,STORE_071,SKU_Cereals_377,Cereals,249,92,True,2024-07-14
ALERT_2343,STORE_012,SKU_Cereals_813,Cereals,51,86,False,2024-11-02
ALERT_2344,STORE_051,SKU_Snacks_979,Beverages,125,134,False,2024-06-27
ALERT_2345,STORE_067,SKU_Beverages_240,Beverages,347,87,True,2024-05-06
ALERT_2346,STORE_028,SKU_Cereals_740,Beverages,440,121,True,2024-05-23
ALERT_2347,STORE_099,SKU_Beverages_344,Snacks,360,95,True,2024-03-28
ALERT_2348,STORE_098,SKU_Beverages_757,Cereals,217,93,True,2024-04-13
ALERT_2349,STORE_001,SKU_Snacks_897,Snacks,349,100,True,2024-09-30
ALERT_2350,STORE_028,SKU_Beverages_100,Beverages,80,90,False,2024-12-24
ALERT_2351,STORE_078,SKU_Snacks_829,Beverages,149,83,True,2024-03-05
ALERT_2352,STORE_002,SKU_Snacks_718,Cereals,209,108,True,2024-03-18
ALERT_2353,STORE_022,SKU_Snacks_632,Beverages,203,120,True,2024-07-04
ALERT_2354,STORE_062,SKU_Cereals_559,Cereals,352,148,True,2024-09-18
ALERT_2355,STORE_084,SKU_Beverages_900,Snacks,251,128,True,2024-08-10
ALERT_2356,STORE_014,SKU_Snacks_642,Cereals,88,81,True,2024-03-11
ALERT_2357,STORE_030,SKU_Beverages_636,Snacks,436,80,True,2024-02-25
ALERT_2358,STORE_089,SKU_Snacks_675,Snacks,343,90,True,2024-06-02
ALERT_2359,STORE_097,SKU_Cereals_555,Cereals,192,140,True,2024-10-23
ALERT_2360,STORE_015,SKU_Cereals_248,Cereals,164,138,True,2024-03-15
ALERT_2361,STORE_021,SKU_Cereals_963,Beverages,350,138,True,2024-12-31
ALERT_2362,STORE_061,SKU_Snacks_418,Cereals,159,89,True,2024-11-29
ALERT_2363,STORE_066,SKU_Snacks_470,Snacks,457,147,True,2024-08-19
ALERT_2364,STORE_034,SKU_Cereals_593,Snacks,132,139,False,2024-06-17
ALERT_2365,STORE_065,SKU_Beverages_685,Beverages,431,114,True,2024-11-24
ALERT_2366,STORE_034,SKU_Beverages_422,Cereals,400,96,True,2024-08-02
ALERT_2367,STORE_053,SKU_Beverages_659,Snacks,181,85,True,2024-06-09
ALERT_2368,STORE_035,SKU_Beverages_350,Snacks,456,82,True,2024-01-31
ALERT_2369,STORE_030,SKU_Cereals_665,Snacks,87,86,True,2024-12-29
ALERT_2370,STORE_072,SKU_Beverages_757,Beverages,310,149,True,2024-07-01
ALERT_2371,STORE_008,SKU_Snacks_539,Beverages,323,116,True,2024-12-25
ALERT_2372,STORE_011,SKU_Beverages_716,Cereals,244,94,True,2024-04-08
ALERT_2373,STORE_002,SKU_Snacks_195,Beverages,469,88,True,2024-06-26
ALERT_2374,STORE_059,SKU_Beverages_334,Beverages,334,110,True,2024-07-21
ALERT_2375,STORE_043,SKU_Beverages_734,Beverages,407,136,True,2024-05-11
ALERT_2376,STORE_076,SKU_Cereals_785,Snacks,207,143,True,2024-03-04
ALERT_2377,STORE_021,SKU_Cereals_980,Snacks,178,85,True,2024-11-08
ALERT_2378,STORE_087,SKU_Beverages_827,Cereals,402,150,True,2024-10-13
ALERT_2379,STORE_046,SKU_Cereals_714,Snacks,313,136,True,2024-06-12
ALERT_2380,STORE_058,SKU_Beverages_451,Beverages,365,92,True,2024-09-26
ALERT_2381,STORE_072,SKU_Cereals_659,Beverages,172,115,True,2024-03-15
ALERT_2382,STORE_075,SKU_Cereals_676,Beverages,300,100,True,2024-07-17
ALERT_2383,STORE_100,SKU_Snacks_729,Beverages,335,94,True,2024-01-28
ALERT_2384,STORE_065,SKU_Beverages_263,Beverages,272,113,True,2024-08-06
ALERT_2385,STORE_014,SKU_Cereals_187,Snacks,273,117,True,2024-12-16
ALERT_2386,STORE_022,SKU_Cereals_251,Cereals,162,144,True,2024-09-15
ALERT_2387,STORE_059,SKU_Cereals_237,Snacks,436,80,True,2024-01-14
ALERT_2388,STORE_064,SKU_Snacks_690,Cereals,270,127,True,2024-08-18
ALERT_2389,STORE_019,SKU_Snacks_267,Snacks,268,118,True,2024-10-14
ALERT_2390,STORE_021,SKU_Snacks_669,Snacks,455,148,True,2024-05-18
ALERT_2391,STORE_099,SKU_Cereals_757,Snacks,136,127,True,2024-12-20
ALERT_2392,STORE_014,SKU_Cereals_792,Snacks,182,104,True,2024-11-29
ALERT_2393,STORE_093,SKU_Snacks_825,Beverages,426,117,True,2024-10-04
ALERT_2394,STORE_082,SKU_Beverages_888,Beverages,197,84,True,2024-01-31
ALERT_2395,STORE_073,SKU_Snacks_862,Beverages,165,138,True,2024-05-14
ALERT_2396,STORE_080,SKU_Beverages_254,Snacks,107,139,False,2024-10-24
ALERT_2397,STORE_008,SKU_Beverages_946,Snacks,103,125,False,2024-09-23
ALERT_2398,STORE_070,SKU_Beverages_179,Beverages,441,115,True,2024-05-07
ALERT_2399,STORE_081,SKU_Beverages_468,Beverages,465,101,True,2024-11-26
ALERT_2400,STORE_040,SKU_Cereals_121,Snacks,430,137,True,2024-04-13
ALERT_2401,STORE_029,SKU_Cereals_190,Beverages,108,130,False,2024-09-02
ALERT_2402,STORE_013,SKU_Beverages_911,Beverages,361,139,True,2024-06-06
ALERT_2403,STORE_069,SKU_Beverages_367,Beverages,329,128,True,2024-08-18
ALERT_2404,STORE_048,SKU_Beverages_904,Snacks,101,148,False,2024-05-14
ALERT_2405,STORE_032,SKU_Beverages_908,Cereals,335,96,True,2024-10-16
ALERT_2406,STORE_051,SKU_Beverages_113,Cereals,197,137,True,2024-05-20
ALERT_2407,STORE_056,SKU_Cereals_753,Beverages,330,106,True,2024-10-01
ALERT_2408,STORE_054,SKU_Snacks_750,Beverages,270,119,True,2024-01-04
ALERT_2409,STORE_043,SKU_Beverages_731,Cereals,382,80,True,2024-01-16
ALERT_2410,STORE_031,SKU_Snacks_200,Beverages,324,110,True,2024-08-03
ALERT_2411,STORE_014,SKU_Snacks_265,Beverages,229,145,True,2024-06-05
ALERT_2412,STORE_037,SKU_Snacks_255,Cereals,475,117,True,2024-07-26
ALERT_2413,STORE_096,SKU_Cereals_510,Cereals,371,82,True,2024-09-03
ALERT_2414,STORE_088,SKU_Beverages_549,Snacks,224,149,True,2024-06-28
ALERT_2415,STORE_033,SKU_Snacks_308,Snacks,496,148,True,2024-08-29
ALERT_2416,STORE_038,SKU_Snacks_978,Cereals,122,142,False,2024-06-23
ALERT_2417,STORE_087,SKU_Snacks_173,Cereals,189,114,True,2024-04-29
ALERT_2418,STORE_087,SKU_Beverages_316,Cereals,359,116,True,2024-09-03
ALERT_2419,STORE_033,SKU_Cereals_844,Cereals,477,96,True,2024-11-08
ALERT_2420,STORE_075,SKU_Beverages_603,Beverages,482,117,True,2024-01-19
ALERT_2421,STORE_028,SKU_Snacks_123,Cereals,361,95,True,2024-02-21
ALERT_2422,STORE_010,SKU_Snacks_678,Cereals,375,103,True,2024-08-09
ALERT_2423,STORE_063,SKU_Beverages_273,Cereals,345,113,True,2024-07-14
ALERT_2424,STORE_032,SKU_Beverages_338,Beverages,155,121,True,2024-12-16
ALERT_2425,STORE_027,SKU_Snacks_660,Beverages,360,108,True,2024-03-07
ALERT_2426,STORE_097,SKU_Snacks_561,Cereals,492,80,True,2024-02-03
ALERT_2427,STORE_051,SKU_Cereals_113,Snacks,272,88,True,2024-09-05
ALERT_2428,STORE_058,SKU_Snacks_499,Beverages,217,124,True,2024-08-16
ALERT_2429,STORE_090,SKU_Cereals_612,Beverages,196,103,True,2024-02-11
ALERT_2430,STORE_100,SKU_Beverages_282,Snacks,160,106,True,2024-01-25
ALERT_2431,STORE_007,SKU_Beverages_596,Snacks,265,144,True,2024-03-27
ALERT_2432,STORE_090,SKU_Cereals_829,Beverages,242,86,True,2024-06-22
ALERT_2433,STORE_058,SKU_Beverages_531,Snacks,129,128,True,2024-07-23
ALERT_2434,STORE_057,SKU_Cereals_846,Cereals,494,145,True,2024-06-09
ALERT_2435,STORE_086,SKU_Snacks_451,Beverages,324,124,True,2024-03-16
ALERT_2436,STORE_054,SKU_Snacks_895,Beverages,114,148,False,2024-12-26
ALERT_2437,STORE_028,SKU_Beverages_400,Snacks,283,111,True,2024-03-12
ALERT_2438,STORE_027,SKU_Beverages_895,Beverages,119,103,True,2024-05-13
ALERT_2439,STORE_018,SKU_Beverages_592,Snacks,469,132,True,2024-01-15
ALERT_2440,STORE_026,SKU_Cereals_240,Beverages,176,142,True,2024-03-02
ALERT_2441,STORE_085,SKU_Cereals_255,Snacks,229,132,True,2024-08-06
ALERT_2442,STORE_060,SKU_Beverages_864,Cereals,387,139,True,2024-06-20
ALERT_2443,STORE_088,SKU_Beverages_521,Cereals,83,99,False,2024-02-10
ALERT_2444,STORE_058,SKU_Cereals_656,Cereals,340,126,True,2024-03-12
ALERT_2445,STORE_047,SKU_Beverages_175,Beverages,425,110,True,2024-09-09
ALERT_2446,STORE_060,SKU_Beverages_309,Snacks,494,105,True,2024-04-30
ALERT_2447,STORE_083,SKU_Beverages_396,Snacks,156,114,True,2024-12-11
ALERT_2448,STORE_066,SKU_Beverages_181,Cereals,131,147,False,2024-10-19
ALERT_2449,STORE_009,SKU_Snacks_844,Cereals,281,147,True,2024-01-24
ALERT_2450,STORE_084,SKU_Cereals_185,Cereals,368,126,True,2024-02-15
ALERT_2451,STORE_005,SKU_Beverages_707,Cereals,259,148,True,2024-07-02
ALERT_2452,STORE_041,SKU_Beverages_231,Beverages,469,136,True,2024-09-21
ALERT_2453,STORE_067,SKU_Snacks_121,Cereals,355,118,True,2024-06-03
ALERT_2454,STORE_016,SKU_Snacks_240,Beverages,117,149,False,2024-01-08
ALERT_2455,STORE_071,SKU_Snacks_487,Snacks,151,90,True,2024-02-20
ALERT_2456,STORE_034,SKU_Snacks_586,Cereals,455,144,True,2024-12-02
ALERT_2457,STORE_010,SKU_Beverages_680,Beverages,164,111,True,2024-08-20
ALERT_2458,STORE_018,SKU_Cereals_279,Beverages,447,126,True,2024-06-11
ALERT_2459,STORE_030,SKU_Cereals_524,Snacks,310,102,True,2024-09-13
ALERT_2460,STORE_064,SKU_Snacks_996,Snacks,451,138,True,2024-01-05
ALERT_2461,STORE_017,SKU_Cereals_971,Snacks,368,111,True,2024-11-15
ALERT_2462,STORE_042,SKU_Cereals_628,Cereals,149,103,True,2024-03-17
ALERT_2463,STORE_003,SKU_Snacks_317,Beverages,289,109,True,2024-08-11
ALERT_2464,STORE_059,SKU_Snacks_624,Beverages,283,113,True,2024-10-18
ALERT_2465,STORE_048,SKU_Beverages_305,Snacks,255,130,True,2024-12-20
ALERT_2466,STORE_027,SKU_Cereals_680,Beverages,342,136,True,2024-11-23
ALERT_2467,STORE_024,SKU_Beverages_145,Cereals,126,131,False,2024-08-29
ALERT_2468,STORE_054,SKU_Snacks_952,Cereals,370,94,True,2024-04-16
ALERT_2469,STORE_009,SKU_Beverages_741,Beverages,101,83,True,2024-03-22
ALERT_2470,STORE_088,SKU_Cereals_781,Snacks,300,101,True,2024-09-02
ALERT_2471,STORE_013,SKU_Beverages_523,Beverages,143,122,True,2024-03-04
ALERT_2472,STORE_052,SKU_Cereals_803,Beverages,321,123,True,2024-05-10
ALERT_2473,STORE_071,SKU_Cereals_104,Cereals,456,93,True,2024-11-13
ALERT_2474,STORE_005,SKU_Snacks_640,Beverages,57,135,False,2024-04-25
ALERT_2475,STORE_046,SKU_Snacks_211,Cereals,232,106,True,2024-10-03
ALERT_2476,STORE_016,SKU_Beverages_166,Cereals,160,121,True,2024-09-12
ALERT_2477,STORE_024,SKU_Cereals_942,Snacks,293,104,True,2024-06-22
ALERT_2478,STORE_009,SKU_Cereals_705,Snacks,423,106,True,2024-09-01
ALERT_2479,STORE_021,SKU_Cereals_593,Cereals,392,108,True,2024-01-01
ALERT_2480,STORE_001,SKU_Snacks_506,Snacks,194,141,True,2024-04-11
ALERT_2481,STORE_097,SKU_Beverages_201,Beverages,363,81,True,2024-05-14
ALERT_2482,STORE_062,SKU_Beverages_643,Beverages,340,110,True,2024-10-22
ALERT_2483,STORE_069,SKU_Cereals_222,Snacks,382,131,True,2024-01-27
ALERT_2484,STORE_002,SKU_Snacks_378,Cereals,386,129,True,2024-06-09
ALERT_2485,STORE_029,SKU_Cereals_732,Beverages,353,105,True,2024-04-13
ALERT_2486,STORE_047,SKU_Snacks_764,Snacks,351,87,True,2024-08-12
ALERT_2487,STORE_005,SKU_Beverages_689,Cereals,327,141,True,2024-11-14
ALERT_2488,STORE_062,SKU_Beverages_978,Cereals,380,131,True,2024-04-26
ALERT_2489,STORE_042,SKU_Snacks_656,Snacks,157,119,True,2024-07-14
ALERT_2490,STORE_012,SKU_Snacks_591,Cereals,355,108,True,2024-11-02
ALERT_2491,STORE_093,SKU_Snacks_810,Snacks,98,84,True,2024-01-16
ALERT_2492,STORE_099,SKU_Cereals_219,Beverages,92,139,False,2024-04-10
ALERT_2493,STORE_003,SKU_Snacks_355,Cereals,329,82,True,2024-10-31
ALERT_2494,STORE_089,SKU_Snacks_689,Beverages,64,122,False,2024-09-20
ALERT_2495,STORE_047,SKU_Cereals_450,Beverages,322,125,True,2024-10-07
ALERT_2496,STORE_096,SKU_Beverages_207,Beverages,115,142,False,2024-11-26
ALERT_2497,STORE_067,SKU_Beverages_171,Snacks,71,87,False,2024-06-18
ALERT_2498,STORE_099,SKU_Beverages_138,Beverages,101,91,True,2024-11-17
ALERT_2499,STORE_033,SKU_Beverages_372,Beverages,80,147,False,2024-10-11
ALERT_2500,STORE_036,SKU_Beverages_965,Beverages,395,147,True,2024-01-24
ALERT_2501,STORE_068,SKU_Beverages_971,Beverages,368,95,True,2024-06-01
ALERT_2502,STORE_061,SKU_Cereals_503,Cereals,318,112,True,2024-05-16
ALERT_2503,STORE_068,SKU_Cereals_319,Beverages,354,127,True,2024-09-20
ALERT_2504,STORE_075,SKU_Snacks_533,Cereals,489,147,True,2024-08-19
ALERT_2505,STORE_075,SKU_Cereals_448,Cereals,175,100,True,2024-12-20
ALERT_2506,STORE_017,SKU_Snacks_843,Beverages,231,140,True,2024-05-28
ALERT_2507,STORE_065,SKU_Snacks_998,Cereals,322,140,True,2024-08-17
ALERT_2508,STORE_004,SKU_Cereals_381,Snacks,207,135,True,2024-09-14
ALERT_2509,STORE_082,SKU_Cereals_849,Snacks,423,110,True,2024-04-19
ALERT_2510,STORE_078,SKU_Snacks_452,Cereals,280,83,True,2024-10-01
ALERT_2511,STORE_086,SKU_Snacks_524,Snacks,80,111,False,2024-09-22
ALERT_2512,STORE_059,SKU_Snacks_243,Beverages,329,127,True,2024-05-22
ALERT_2513,STORE_015,SKU_Snacks_226,Cereals,297,137,True,2024-10-23
ALERT_2514,STORE_089,SKU_Cereals_790,Cereals,471,144,True,2024-08-06
ALERT_2515,STORE_018,SKU_Snacks_613,Beverages,422,88,True,2024-06-25
ALERT_2516,STORE_037,SKU_Beverages_591,Cereals,463,126,True,2024-05-01
ALERT_2517,STORE_003,SKU_Snacks_814,Snacks,391,122,True,2024-06-07
ALERT_2518,STORE_014,SKU_Cereals_984,Snacks,363,147,True,2024-05-10
ALERT_2519,STORE_085,SKU_Cereals_923,Snacks,56,124,False,2024-12-22
ALERT_2520,STORE_005,SKU_Cereals_610,Snacks,206,110,True,2024-11-18
ALERT_2521,STORE_028,SKU_Beverages_562,Beverages,144,136,True,2024-07-30
ALERT_2522,STORE_059,SKU_Beverages_430,Snacks,351,114,True,2024-08-18
ALERT_2523,STORE_032,SKU_Cereals_957,Snacks,89,150,False,2024-04-04
ALERT_2524,STORE_087,SKU_Cereals_597,Snacks,108,133,False,2024-01-19
ALERT_2525,STORE_028,SKU_Beverages_551,Snacks,390,113,True,2024-05-04
ALERT_2526,STORE_092,SKU_Snacks_138,Snacks,469,145,True,2024-07-06
ALERT_2527,STORE_030,SKU_Beverages_980,Cereals,93,135,False,2024-05-07
ALERT_2528,STORE_014,SKU_Beverages_616,Beverages,138,94,True,2024-08-01
ALERT_2529,STORE_040,SKU_Snacks_272,Cereals,413,126,True,2024-06-11
ALERT_2530,STORE_055,SKU_Cereals_912,Beverages,270,148,True,2024-11-02
ALERT_2531,STORE_088,SKU_Cereals_797,Cereals,284,141,True,2024-02-10
ALERT_2532,STORE_009,SKU_Beverages_184,Snacks,221,100,True,2024-09-04
ALERT_2533,STORE_070,SKU_Snacks_406,Beverages,87,82,True,2024-01-29
ALERT_2534,STORE_003,SKU_Snacks_120,Beverages,61,115,False,2024-10-19
ALERT_2535,STORE_093,SKU_Beverages_286,Beverages,120,88,True,2024-02-24
ALERT_2536,STORE_072,SKU_Beverages_844,Beverages,418,126,True,2024-05-06
ALERT_2537,STORE_001,SKU_Beverages_495,Beverages,166,135,True,2024-01-27
ALERT_2538,STORE_008,SKU_Snacks_532,Cereals,132,82,True,2024-12-23
ALERT_2539,STORE_002,SKU_Beverages_207,Beverages,428,134,True,2024-11-10
ALERT_2540,STORE_030,SKU_Cereals_865,Snacks,160,97,True,2024-07-15
ALERT_2541,STORE_061,SKU_Cereals_472,Snacks,351,107,True,2024-12-03
ALERT_2542,STORE_044,SKU_Beverages_619,Beverages,381,126,True,2024-10-09
ALERT_2543,STORE_089,SKU_Snacks_136,Cereals,87,109,False,2024-06-10
ALERT_2544,STORE_087,SKU_Beverages_678,Cereals,62,120,False,2024-01-07
ALERT_2545,STORE_096,SKU_Beverages_181,Cereals,401,84,True,2024-11-25
ALERT_2546,STORE_046,SKU_Snacks_316,Snacks,156,107,True,2024-12-20
ALERT_2547,STORE_008,SKU_Beverages_366,Snacks,434,145,True,2024-10-13
ALERT_2548,STORE_011,SKU_Beverages_232,Snacks,357,144,True,2024-03-14
ALERT_2549,STORE_039,SKU_Snacks_424,Cereals,125,97,True,2024-01-01
ALERT_2550,STORE_091,SKU_Snacks_444,Cereals,310,146,True,2024-06-16
ALERT_2551,STORE_070,SKU_Cereals_115,Beverages,298,111,True,2024-05-23
ALERT_2552,STORE_066,SKU_Cereals_110,Snacks,371,140,True,2024-04-01
ALERT_2553,STORE_028,SKU_Snacks_732,Snacks,370,100,True,2024-10-03
ALERT_2554,STORE_048,SKU_Cereals_186,Cereals,438,103,True,2024-07-03
ALERT_2555,STORE_085,SKU_Beverages_494,Cereals,460,105,True,2024-11-24
ALERT_2556,STORE_045,SKU_Snacks_938,Snacks,131,85,True,2024-04-04
ALERT_2557,STORE_063,SKU_Snacks_432,Snacks,60,102,False,2024-08-29
ALERT_2558,STORE_051,SKU_Beverages_163,Cereals,330,104,True,2024-07-05
ALERT_2559,STORE_008,SKU_Snacks_768,Beverages,68,149,False,2024-10-17
ALERT_2560,STORE_097,SKU_Beverages_573,Snacks,462,150,True,2024-10-10
ALERT_2561,STORE_051,SKU_Snacks_819,Snacks,337,88,True,2024-08-14
ALERT_2562,STORE_066,SKU_Beverages_707,Snacks,363,121,True,2024-09-05
ALERT_2563,STORE_088,SKU_Cereals_131,Snacks,424,109,True,2024-06-07
ALERT_2564,STORE_045,SKU_Beverages_866,Cereals,150,119,True,2024-09-20
ALERT_2565,STORE_087,SKU_Beverages_623,Cereals,293,105,True,2024-04-06
ALERT_2566,STORE_054,SKU_Cereals_129,Beverages,266,97,True,2024-06-10
ALERT_2567,STORE_001,SKU_Cereals_853,Beverages,203,103,True,2024-07-23
ALERT_2568,STORE_011,SKU_Snacks_732,Cereals,358,81,True,2024-01-03
ALERT_2569,STORE_071,SKU_Cereals_910,Cereals,276,132,True,2024-05-13
ALERT_2570,STORE_047,SKU_Cereals_350,Beverages,175,91,True,2024-10-28
ALERT_2571,STORE_010,SKU_Snacks_775,Beverages,387,92,True,2024-12-23
ALERT_2572,STORE_050,SKU_Cereals_548,Beverages,410,125,True,2024-03-26
ALERT_2573,STORE_043,SKU_Cereals_597,Cereals,424,129,True,2024-12-06
ALERT_2574,STORE_071,SKU_Beverages_550,Beverages,478,137,True,2024-05-23
ALERT_2575,STORE_099,SKU_Beverages_303,Cereals,422,126,True,2024-11-29
ALERT_2576,STORE_049,SKU_Cereals_346,Snacks,208,148,True,2024-06-22
ALERT_2577,STORE_008,SKU_Beverages_694,Snacks,415,104,True,2024-05-08
ALERT_2578,STORE_035,SKU_Snacks_651,Beverages,398,94,True,2024-06-30
ALERT_2579,STORE_040,SKU_Cereals_400,Snacks,470,90,True,2024-08-11
ALERT_2580,STORE_092,SKU_Beverages_782,Snacks,448,114,True,2024-08-05
ALERT_2581,STORE_055,SKU_Beverages_374,Beverages,394,122,True,2024-03-04
ALERT_2582,STORE_004,SKU_Cereals_739,Snacks,138,120,True,2024-02-08
ALERT_2583,STORE_021,SKU_Beverages_458,Beverages,334,92,True,2024-02-19
ALERT_2584,STORE_061,SKU_Snacks_705,Cereals,67,136,False,2024-11-24
ALERT_2585,STORE_095,SKU_Snacks_399,Beverages,300,116,True,2024-01-03
ALERT_2586,STORE_064,SKU_Snacks_557,Snacks,130,110,True,2024-10-04
ALERT_2587,STORE_069,SKU_Snacks_725,Snacks,292,149,True,2024-03-11
ALERT_2588,STORE_021,SKU_Beverages_579,Snacks,218,106,True,2024-04-10
ALERT_2589,STORE_068,SKU_Beverages_150,Snacks,70,125,False,2024-01-31
ALERT_2590,STORE_055,SKU_Beverages_524,Snacks,258,134,True,2024-03-01
ALERT_2591,STORE_019,SKU_Beverages_536,Beverages,389,132,True,2024-12-31
ALERT_2592,STORE_024,SKU_Snacks_815,Cereals,435,150,True,2024-12-07
ALERT_2593,STORE_064,SKU_Cereals_437,Cereals,343,103,True,2024-10-10
ALERT_2594,STORE_087,SKU_Beverages_419,Snacks,428,112,True,2024-12-18
ALERT_2595,STORE_021,SKU_Snacks_752,Cereals,306,140,True,2024-12-06
ALERT_2596,STORE_058,SKU_Cereals_134,Cereals,466,140,True,2024-01-14
ALERT_2597,STORE_074,SKU_Cereals_205,Snacks,454,107,True,2024-05-10
ALERT_2598,STORE_090,SKU_Snacks_184,Snacks,220,104,True,2024-05-03
ALERT_2599,STORE_037,SKU_Cereals_310,Beverages,329,125,True,2024-04-18
ALERT_2600,STORE_049,SKU_Beverages_348,Cereals,142,90,True,2024-07-28
ALERT_2601,STORE_058,SKU_Beverages_942,Snacks,68,81,False,2024-12-08
ALERT_2602,STORE_002,SKU_Snacks_304,Beverages,237,106,True,2024-08-24
ALERT_2603,STORE_099,SKU_Snacks_772,Beverages,440,105,True,2024-01-03
ALERT_2604,STORE_055,SKU_Cereals_988,Snacks,86,150,False,2024-02-22
ALERT_2605,STORE_024,SKU_Snacks_241,Snacks,186,147,True,2024-11-20
ALERT_2606,STORE_092,SKU_Beverages_262,Cereals,330,118,True,2024-02-08
ALERT_2607,STORE_035,SKU_Beverages_695,Snacks,282,149,True,2024-03-19
ALERT_2608,STORE_083,SKU_Snacks_558,Snacks,104,110,False,2024-11-10
ALERT_2609,STORE_072,SKU_Snacks_551,Snacks,357,85,True,2024-12-08
ALERT_2610,STORE_017,SKU_Snacks_460,Cereals,85,106,False,2024-04-07
ALERT_2611,STORE_032,SKU_Cereals_584,Beverages,270,100,True,2024-03-10
ALERT_2612,STORE_071,SKU_Beverages_769,Beverages,480,123,True,2024-05-11
ALERT_2613,STORE_042,SKU_Cereals_748,Cereals,232,109,True,2024-05-18
ALERT_2614,STORE_052,SKU_Cereals_545,Beverages,304,88,True,2024-05-22
ALERT_2615,STORE_052,SKU_Beverages_956,Cereals,104,122,False,2024-06-06
ALERT_2616,STORE_048,SKU_Snacks_972,Snacks,221,140,True,2024-12-12
ALERT_2617,STORE_029,SKU_Cereals_690,Snacks,125,138,False,2024-03-30
ALERT_2618,STORE_025,SKU_Cereals_800,Snacks,334,123,True,2024-04-29
ALERT_2619,STORE_099,SKU_Beverages_742,Snacks,473,140,True,2024-10-10
ALERT_2620,STORE_083,SKU_Snacks_196,Cereals,215,143,True,2024-11-03
ALERT_2621,STORE_057,SKU_Snacks_677,Cereals,179,117,True,2024-11-10
ALERT_2622,STORE_068,SKU_Cereals_734,Beverages,112,97,True,2024-05-23
ALERT_2623,STORE_003,SKU_Beverages_472,Beverages,240,84,True,2024-07-07
ALERT_2624,STORE_014,SKU_Snacks_857,Cereals,114,115,False,2024-11-20
ALERT_2625,STORE_049,SKU_Beverages_482,Snacks,373,141,True,2024-11-03
ALERT_2626,STORE_059,SKU_Beverages_171,Snacks,309,127,True,2024-02-02
ALERT_2627,STORE_050,SKU_Cereals_509,Snacks,248,98,True,2024-02-06
ALERT_2628,STORE_089,SKU_Beverages_514,Snacks,428,126,True,2024-11-26
ALERT_2629,STORE_051,SKU_Cereals_737,Beverages,397,91,True,2024-01-15
ALERT_2630,STORE_035,SKU_Cereals_590,Snacks,87,128,False,2024-01-14
ALERT_2631,STORE_062,SKU_Cereals_427,Cereals,122,87,True,2024-08-30
ALERT_2632,STORE_061,SKU_Cereals_330,Snacks,455,90,True,2024-10-02
ALERT_2633,STORE_060,SKU_Beverages_639,Beverages,379,89,True,2024-10-12
ALERT_2634,STORE_056,SKU_Beverages_629,Beverages,124,150,False,2024-03-29
ALERT_2635,STORE_017,SKU_Snacks_201,Cereals,323,92,True,2024-12-08
ALERT_2636,STORE_094,SKU_Snacks_256,Beverages,69,90,False,2024-04-08
ALERT_2637,STORE_042,SKU_Cereals_143,Cereals,388,81,True,2024-11-18
ALERT_2638,STORE_037,SKU_Beverages_453,Beverages,208,133,True,2024-09-18
ALERT_2639,STORE_053,SKU_Beverages_816,Cereals,407,81,True,2024-07-21
ALERT_2640,STORE_089,SKU_Cereals_975,Snacks,224,148,True,2024-12-23
ALERT_2641,STORE_036,SKU_Cereals_374,Beverages,363,129,True,2024-05-06
ALERT_2642,STORE_083,SKU_Snacks_596,Snacks,321,113,True,2024-01-21
ALERT_2643,STORE_060,SKU_Snacks_395,Snacks,180,131,True,2024-08-26
ALERT_2644,STORE_012,SKU_Beverages_490,Beverages,322,150,True,2024-02-25
ALERT_2645,STORE_041,SKU_Snacks_818,Cereals,278,135,True,2024-08-20
ALERT_2646,STORE_045,SKU_Cereals_778,Snacks,349,94,True,2024-09-23
ALERT_2647,STORE_100,SKU_Snacks_492,Snacks,208,120,True,2024-01-15
ALERT_2648,STORE_030,SKU_Cereals_159,Beverages,80,148,False,2024-08-30
ALERT_2649,STORE_024,SKU_Cereals_854,Beverages,265,135,True,2024-08-18
ALERT_2650,STORE_068,SKU_Beverages_556,Beverages,443,80,True,2024-02-23
ALERT_2651,STORE_004,SKU_Beverages_726,Cereals,478,95,True,2024-08-03
ALERT_2652,STORE_039,SKU_Cereals_702,Cereals,184,83,True,2024-12-05
ALERT_2653,STORE_001,SKU_Beverages_615,Beverages,329,103,True,2024-07-10
ALERT_2654,STORE_097,SKU_Beverages_252,Snacks,459,125,True,2024-04-12
ALERT_2655,STORE_007,SKU_Cereals_774,Beverages,259,122,True,2024-07-03
ALERT_2656,STORE_025,SKU_Snacks_905,Cereals,298,139,True,2024-08-31
ALERT_2657,STORE_047,SKU_Cereals_153,Cereals,309,92,True,2024-06-10
ALERT_2658,STORE_028,SKU_Snacks_899,Cereals,487,148,True,2024-05-30
ALERT_2659,STORE_052,SKU_Beverages_983,Beverages,271,97,True,2024-04-25
ALERT_2660,STORE_057,SKU_Cereals_493,Cereals,121,124,False,2024-09-12
ALERT_2661,STORE_010,SKU_Cereals_741,Cereals,439,147,True,2024-05-25
ALERT_2662,STORE_027,SKU_Cereals_367,Beverages,362,97,True,2024-03-20
ALERT_2663,STORE_009,SKU_Snacks_625,Snacks,326,110,True,2024-08-17
ALERT_2664,STORE_094,SKU_Cereals_731,Snacks,343,92,True,2024-06-06
