promotion_id,sku_id,category,start_date,end_date,discount_percentage,region,store_format,sales_uplift_units,roi_percentage
PROMO_2024_4417,SKU_Dairy_769,Snacks,2024-08-05,2024-08-12,25.0,East,Hypermarket,2795,9.0
PROMO_2024_4418,SKU_Beverages_893,Dairy,2024-03-10,2024-03-17,12.4,West,Hypermarket,1780,15.0
PROMO_2024_4419,SKU_Frozen_832,Frozen,2024-11-14,2024-11-21,16.2,South,Express,849,13.0
PROMO_2024_4420,SKU_Beverages_314,Dairy,2024-06-17,2024-06-24,25.3,East,Online,1131,11.0
PROMO_2024_4421,SKU_Frozen_477,Cereals,2024-03-06,2024-03-13,20.7,East,Online,2877,17.3
PROMO_2024_4422,SKU_Beverages_132,Snacks,2024-12-02,2024-12-09,26.0,South,Hypermarket,1922,13.3
PROMO_2024_4423,SKU_Snacks_945,Beverages,2024-10-30,2024-11-06,20.2,South,Online,1865,18.1
PROMO_2024_4424,SKU_Frozen_630,Cereals,2024-03-28,2024-04-04,16.7,West,Express,686,18.1
PROMO_2024_4425,SKU_Frozen_190,Frozen,2024-12-06,2024-12-13,23.7,West,Hypermarket,1977,8.9
PROMO_2024_4426,SKU_Snacks_466,Snacks,2024-05-30,2024-06-06,15.6,West,Express,2501,12.2
PROMO_2024_4427,SKU_Beverages_679,Dairy,2024-05-26,2024-06-02,15.3,South,Hypermarket,1753,11.4
PROMO_2024_4428,SKU_Cereals_545,Cereals,2024-01-28,2024-02-04,17.7,South,Express,1719,13.2
PROMO_2024_4429,SKU_Dairy_472,Beverages,2024-03-05,2024-03-12,26.0,West,Express,2931,8.4
PROMO_2024_4430,SKU_Beverages_767,Beverages,2024-10-14,2024-10-21,23.1,West,Hypermarket,2887,6.5
PROMO_2024_4431,SKU_Cereals_966,Beverages,2024-03-03,2024-03-10,10.5,South,Express,1537,17.1
PROMO_2024_4432,SKU_Snacks_717,Dairy,2024-06-30,2024-07-07,10.9,West,Hypermarket,2849,17.5
PROMO_2024_4433,SKU_Snacks_244,Beverages,2024-11-10,2024-11-17,19.4,West,Online,1087,11.0
PROMO_2024_4434,SKU_Beverages_784,Cereals,2024-03-10,2024-03-17,24.1,East,Hypermarket,1009,15.3
PROMO_2024_4435,SKU_Snacks_234,Beverages,2024-01-30,2024-02-06,11.2,South,Online,2894,9.5
PROMO_2024_4436,SKU_Frozen_620,Frozen,2024-12-11,2024-12-18,15.2,East,Hypermarket,2383,13.4
PROMO_2024_4437,SKU_Snacks_802,Snacks,2024-07-02,2024-07-09,18.5,West,Online,1583,13.5
PROMO_2024_4438,SKU_Beverages_917,Beverages,2024-05-14,2024-05-21,22.1,East,Online,1950,17.6
PROMO_2024_4439,SKU_Cereals_277,Dairy,2024-09-16,2024-09-23,24.5,North,Express,1679,15.2
PROMO_2024_4440,SKU_Snacks_549,Cereals,2024-12-03,2024-12-10,20.6,South,Hypermarket,1646,18.5
PROMO_2024_4441,SKU_Snacks_714,Snacks,2024-03-23,2024-03-30,17.9,South,Express,2087,6.5
PROMO_2024_4442,SKU_Beverages_827,Cereals,2024-07-28,2024-08-04,25.3,East,Hypermarket,1639,15.9
PROMO_2024_4443,SKU_Beverages_779,Beverages,2024-07-18,2024-07-25,12.0,South,Online,2047,8.5
PROMO_2024_4444,SKU_Cereals_116,Beverages,2024-02-10,2024-02-17,10.1,South,Online,1037,13.0
PROMO_2024_4445,SKU_Snacks_138,Dairy,2024-11-04,2024-11-11,25.5,East,Online,1886,13.8
PROMO_2024_4446,SKU_Frozen_835,Snacks,2024-03-27,2024-04-03,18.8,West,Express,2472,16.9
PROMO_2024_4447,SKU_Snacks_739,Snacks,2024-04-03,2024-04-10,16.4,East,Hypermarket,1438,17.3
PROMO_2024_4448,SKU_Snacks_848,Snacks,2024-08-21,2024-08-28,24.3,South,Online,2213,16.5
PROMO_2024_4449,SKU_Snacks_181,Beverages,2024-10-23,2024-10-30,12.4,North,Hypermarket,2053,5.0
PROMO_2024_4450,SKU_Snacks_169,Beverages,2024-08-13,2024-08-20,13.9,East,Online,2637,10.8
PROMO_2024_4451,SKU_Dairy_909,Beverages,2024-10-18,2024-10-25,14.3,West,Hypermarket,1979,18.5
PROMO_2024_4452,SKU_Snacks_214,Cereals,2024-08-31,2024-09-07,17.1,North,Online,2825,13.4
PROMO_2024_4453,SKU_Frozen_564,Snacks,2024-02-03,2024-02-10,10.6,East,Hypermarket,2450,14.3
PROMO_2024_4454,SKU_Dairy_560,Snacks,2024-04-29,2024-05-06,12.1,South,Online,2451,19.8
PROMO_2024_4455,SKU_Cereals_859,Beverages,2024-05-20,2024-05-27,20.3,North,Hypermarket,2359,15.0
PROMO_2024_4456,SKU_Frozen_754,Cereals,2024-07-10,2024-07-17,20.5,West,Online,575,5.0
PROMO_2024_4457,SKU_Dairy_254,Snacks,2024-01-31,2024-02-07,10.6,West,Hypermarket,1141,19.2
PROMO_2024_4458,SKU_Frozen_698,Beverages,2024-03-03,2024-03-10,16.9,South,Online,1824,13.6
PROMO_2024_4459,SKU_Snacks_340,Snacks,2024-01-20,2024-01-27,11.5,East,Online,2613,15.8
PROMO_2024_4460,SKU_Cereals_571,Beverages,2024-06-28,2024-07-05,18.9,North,Hypermarket,1185,7.9
PROMO_2024_4461,SKU_Frozen_651,Cereals,2024-10-09,2024-10-16,25.9,North,Online,1659,19.1
PROMO_2024_4462,SKU_Beverages_112,Snacks,2024-08-26,2024-09-02,29.1,East,Hypermarket,1405,19.0
PROMO_2024_4463,SKU_Dairy_625,Frozen,2024-01-25,2024-02-01,18.5,East,Online,2484,9.9
PROMO_2024_4464,SKU_Frozen_446,Cereals,2024-12-15,2024-12-22,21.8,North,Express,1873,5.6
PROMO_2024_4465,SKU_Dairy_280,Snacks,2024-11-12,2024-11-19,17.8,East,Online,2111,6.9
PROMO_2024_4466,SKU_Frozen_539,Beverages,2024-04-01,2024-04-08,12.1,North,Express,1050,5.6
PROMO_2024_4467,SKU_Frozen_376,Beverages,2024-04-25,2024-05-02,28.3,East,Express,1098,6.6
PROMO_2024_4468,SKU_Beverages_778,Snacks,2024-07-16,2024-07-23,28.6,South,Online,1673,6.6
PROMO_2024_4469,SKU_Dairy_362,Cereals,2024-07-12,2024-07-19,18.8,West,Online,2592,16.0
PROMO_2024_4470,SKU_Beverages_645,Beverages,2024-12-22,2024-12-29,18.9,North,Hypermarket,723,10.9
PROMO_2024_4471,SKU_Dairy_756,Snacks,2024-08-11,2024-08-18,29.6,East,Hypermarket,2564,11.7
PROMO_2024_4472,SKU_Frozen_560,Frozen,2024-04-30,2024-05-07,22.2,East,Hypermarket,2361,12.1
PROMO_2024_4473,SKU_Snacks_385,Frozen,2024-02-07,2024-02-14,14.3,North,Express,1589,10.3
PROMO_2024_4474,SKU_Frozen_634,Snacks,2024-12-09,2024-12-16,28.5,East,Hypermarket,2296,13.2
PROMO_2024_4475,SKU_Dairy_102,Beverages,2024-05-18,2024-05-25,10.8,South,Express,1911,6.0
PROMO_2024_4476,SKU_Dairy_482,Dairy,2024-09-17,2024-09-24,25.7,South,Express,2914,7.1
PROMO_2024_4477,SKU_Snacks_784,Snacks,2024-01-26,2024-02-02,19.4,South,Express,2532,6.8
PROMO_2024_4478,SKU_Dairy_595,Snacks,2024-07-05,2024-07-12,29.8,South,Hypermarket,519,5.4
PROMO_2024_4479,SKU_Dairy_775,Frozen,2024-06-23,2024-06-30,27.3,East,Online,971,10.5
PROMO_2024_4480,SKU_Beverages_285,Beverages,2024-03-13,2024-03-20,25.5,West,Hypermarket,528,13.7
PROMO_2024_4481,SKU_Beverages_602,Frozen,2024-01-01,2024-01-08,14.3,North,Online,1341,5.5
PROMO_2024_4482,SKU_Cereals_940,Snacks,2024-05-17,2024-05-24,26.4,West,Express,1274,6.9
PROMO_2024_4483,SKU_Beverages_544,Frozen,2024-09-20,2024-09-27,15.3,West,Online,2307,17.2
PROMO_2024_4484,SKU_Dairy_920,Cereals,2024-01-15,2024-01-22,18.5,North,Express,1615,19.1
PROMO_2024_4485,SKU_Beverages_906,Snacks,2024-02-20,2024-02-27,15.0,West,Hypermarket,708,16.8
PROMO_2024_4486,SKU_Cereals_847,Dairy,2024-10-29,2024-11-05,29.8,East,Hypermarket,2087,13.4
PROMO_2024_4487,SKU_Dairy_344,Frozen,2024-02-12,2024-02-19,28.2,West,Express,1263,18.1
PROMO_2024_4488,SKU_Dairy_824,Dairy,2024-07-02,2024-07-09,26.0,North,Online,1831,8.8
PROMO_2024_4489,SKU_Frozen_547,Dairy,2024-07-10,2024-07-17,12.4,South,Express,2708,15.9
PROMO_2024_4490,SKU_Cereals_380,Snacks,2024-06-06,2024-06-13,19.8,East,Hypermarket,760,8.8
PROMO_2024_4491,SKU_Frozen_612,Dairy,2024-11-05,2024-11-12,13.5,South,Online,1557,15.3
PROMO_2024_4492,SKU_Cereals_748,Snacks,2024-03-29,2024-04-05,12.7,South,Online,2897,17.5
PROMO_2024_4493,SKU_Snacks_225,Beverages,2024-09-25,2024-10-02,21.3,North,Hypermarket,2388,15.5
PROMO_2024_4494,SKU_Snacks_981,Snacks,2024-03-03,2024-03-10,23.2,North,Express,1618,19.2
PROMO_2024_4495,SKU_Beverages_529,Dairy,2024-05-12,2024-05-19,28.5,West,Hypermarket,1988,17.5
PROMO_2024_4496,SKU_Beverages_213,Dairy,2024-12-07,2024-12-14,23.0,West,Express,528,9.5
PROMO_2024_4497,SKU_Frozen_703,Snacks,2024-08-01,2024-08-08,21.5,North,Express,1770,10.6
PROMO_2024_4498,SKU_Dairy_603,Dairy,2024-11-30,2024-12-07,25.0,West,Express,2440,15.8
PROMO_2024_4499,SKU_Dairy_981,Beverages,2024-07-16,2024-07-23,19.6,West,Hypermarket,2802,10.3
PROMO_2024_4500,SKU_Frozen_787,Beverages,2024-01-05,2024-01-12,27.0,South,Online,2284,9.7
PROMO_2024_4501,SKU_Snacks_172,Dairy,2024-06-13,2024-06-20,17.3,East,Online,2700,12.8
PROMO_2024_4502,SKU_Snacks_707,Frozen,2024-09-27,2024-10-04,20.0,South,Express,1976,9.5
PROMO_2024_4503,SKU_Snacks_270,Cereals,2024-05-21,2024-05-28,18.6,East,Online,666,11.2
PROMO_2024_4504,SKU_Snacks_709,Frozen,2024-11-06,2024-11-13,19.3,South,Online,2655,11.5
PROMO_2024_4505,SKU_Beverages_135,Cereals,2024-12-17,2024-12-24,17.6,West,Hypermarket,1750,11.2
PROMO_2024_4506,SKU_Snacks_698,Cereals,2024-08-09,2024-08-16,14.9,North,Express,1512,5.8
PROMO_2024_4507,SKU_Frozen_813,Snacks,2024-02-15,2024-02-22,30.0,South,Hypermarket,581,18.5
PROMO_2024_4508,SKU_Cereals_920,Frozen,2024-02-25,2024-03-03,15.3,North,Express,1948,8.8
PROMO_2024_4509,SKU_Beverages_451,Frozen,2024-09-29,2024-10-06,20.0,East,Hypermarket,1685,10.3
PROMO_2024_4510,SKU_Dairy_206,Beverages,2024-10-18,2024-10-25,11.5,South,Express,2992,11.9
PROMO_2024_4511,SKU_Beverages_565,Frozen,2024-05-09,2024-05-16,14.2,North,Express,2842,18.2
PROMO_2024_4512,SKU_Frozen_567,Cereals,2024-04-12,2024-04-19,23.1,East,Express,2127,19.3
PROMO_2024_4513,SKU_Dairy_997,Snacks,2024-11-12,2024-11-19,23.1,South,Online,2855,10.3
PROMO_2024_4514,SKU_Dairy_780,Beverages,2024-10-02,2024-10-09,11.4,South,Express,2085,18.6
PROMO_2024_4515,SKU_Cereals_714,Frozen,2024-12-20,2024-12-27,25.0,North,Online,2270,6.9
PROMO_2024_4516,SKU_Frozen_413,Dairy,2024-08-05,2024-08-12,18.4,South,Online,1302,10.9
PROMO_2024_4517,SKU_Frozen_390,Snacks,2024-12-16,2024-12-23,18.6,East,Hypermarket,2487,19.5
PROMO_2024_4518,SKU_Snacks_544,Dairy,2024-08-22,2024-08-29,21.3,North,Hypermarket,516,7.0
PROMO_2024_4519,SKU_Cereals_721,Cereals,2024-09-10,2024-09-17,23.6,East,Online,1021,17.6
PROMO_2024_4520,SKU_Frozen_776,Dairy,2024-04-06,2024-04-13,13.2,South,Hypermarket,1996,14.6
PROMO_2024_4521,SKU_Cereals_749,Beverages,2024-10-19,2024-10-26,28.0,West,Hypermarket,1748,17.2
PROMO_2024_4522,SKU_Dairy_805,Snacks,2024-05-18,2024-05-25,13.0,North,Express,1878,11.4
PROMO_2024_4523,SKU_Snacks_716,Snacks,2024-04-21,2024-04-28,29.7,East,Hypermarket,2637,7.3
PROMO_2024_4524,SKU_Snacks_492,Snacks,2024-04-06,2024-04-13,16.5,North,Express,559,8.5
PROMO_2024_4525,SKU_Dairy_421,Beverages,2024-11-25,2024-12-02,28.9,East,Hypermarket,1620,18.4
PROMO_2024_4526,SKU_Snacks_389,Frozen,2024-02-01,2024-02-08,16.0,East,Hypermarket,2498,9.2
PROMO_2024_4527,SKU_Frozen_317,Snacks,2024-01-08,2024-01-15,28.8,North,Online,2814,14.1
PROMO_2024_4528,SKU_Cereals_243,Beverages,2024-08-26,2024-09-02,15.4,East,Hypermarket,852,5.4
PROMO_2024_4529,SKU_Cereals_579,Dairy,2024-11-13,2024-11-20,11.9,South,Hypermarket,1845,15.5
PROMO_2024_4530,SKU_Snacks_874,Dairy,2024-05-03,2024-05-10,19.5,South,Express,2286,10.3
PROMO_2024_4531,SKU_Dairy_507,Cereals,2024-05-11,2024-05-18,18.8,West,Express,2448,19.2
PROMO_2024_4532,SKU_Beverages_417,Frozen,2024-06-21,2024-06-28,28.5,East,Express,898,7.7
PROMO_2024_4533,SKU_Dairy_538,Cereals,2024-07-18,2024-07-25,16.8,South,Online,1389,17.0
PROMO_2024_4534,SKU_Snacks_721,Beverages,2024-10-22,2024-10-29,13.6,North,Hypermarket,782,10.2
PROMO_2024_4535,SKU_Cereals_312,Beverages,2024-11-24,2024-12-01,26.6,South,Online,1522,13.5
PROMO_2024_4536,SKU_Snacks_583,Frozen,2024-08-11,2024-08-18,27.1,East,Online,1241,18.4
PROMO_2024_4537,SKU_Dairy_293,Snacks,2024-08-16,2024-08-23,24.1,North,Hypermarket,2969,18.0
PROMO_2024_4538,SKU_Snacks_560,Cereals,2024-01-23,2024-01-30,23.8,North,Hypermarket,2308,10.2
PROMO_2024_4539,SKU_Frozen_813,Beverages,2024-05-04,2024-05-11,16.3,North,Express,1240,6.3
PROMO_2024_4540,SKU_Dairy_789,Snacks,2024-02-15,2024-02-22,29.7,North,Online,2103,17.8
PROMO_2024_4541,SKU_Beverages_712,Cereals,2024-12-10,2024-12-17,10.9,East,Express,1276,10.9
PROMO_2024_4542,SKU_Dairy_373,Beverages,2024-04-20,2024-04-27,15.0,South,Online,2807,17.1
PROMO_2024_4543,SKU_Frozen_195,Beverages,2024-08-02,2024-08-09,12.9,North,Online,730,12.0
PROMO_2024_4544,SKU_Snacks_552,Dairy,2024-03-17,2024-03-24,24.4,South,Express,1143,11.9
PROMO_2024_4545,SKU_Frozen_556,Frozen,2024-01-25,2024-02-01,16.4,West,Hypermarket,730,14.0
PROMO_2024_4546,SKU_Snacks_653,Beverages,2024-04-21,2024-04-28,14.4,North,Hypermarket,2908,5.7
PROMO_2024_4547,SKU_Dairy_316,Snacks,2024-01-31,2024-02-07,16.8,West,Online,2449,19.0
PROMO_2024_4548,SKU_Beverages_512,Beverages,2024-06-18,2024-06-25,21.0,North,Express,1178,13.3
PROMO_2024_4549,SKU_Dairy_769,Cereals,2024-06-07,2024-06-14,14.8,East,Express,1387,8.3
PROMO_2024_4550,SKU_Beverages_939,Dairy,2024-12-30,2025-01-06,17.1,West,Online,1667,19.1
PROMO_2024_4551,SKU_Beverages_403,Dairy,2024-02-03,2024-02-10,24.7,East,Hypermarket,2406,9.7
PROMO_2024_4552,SKU_Beverages_874,Cereals,2024-04-14,2024-04-21,26.4,East,Hypermarket,2546,10.9
PROMO_2024_4553,SKU_Dairy_467,Frozen,2024-12-11,2024-12-18,17.2,West,Express,2186,5.2
PROMO_2024_4554,SKU_Snacks_822,Snacks,2024-11-23,2024-11-30,19.0,East,Hypermarket,1246,13.5
PROMO_2024_4555,SKU_Beverages_628,Beverages,2024-07-21,2024-07-28,22.7,North,Hypermarket,2809,7.4
PROMO_2024_4556,SKU_Beverages_194,Beverages,2024-03-06,2024-03-13,16.8,West,Online,2008,17.6
PROMO_2024_4557,SKU_Dairy_756,Snacks,2024-04-11,2024-04-18,14.6,West,Express,684,9.1
PROMO_2024_4558,SKU_Snacks_539,Beverages,2024-05-25,2024-06-01,14.3,South,Online,2432,5.7
PROMO_2024_4559,SKU_Snacks_909,Dairy,2024-02-09,2024-02-16,13.1,South,Hypermarket,566,14.3
PROMO_2024_4560,SKU_Beverages_753,Snacks,2024-04-12,2024-04-19,16.2,South,Online,1125,7.5
PROMO_2024_4561,SKU_Beverages_133,Cereals,2024-11-22,2024-11-29,24.3,East,Online,2114,18.5
PROMO_2024_4562,SKU_Beverages_126,Dairy,2024-10-12,2024-10-19,26.1,East,Hypermarket,2971,5.8
PROMO_2024_4563,SKU_Dairy_651,Snacks,2024-10-06,2024-10-13,23.2,East,Express,2150,11.9
PROMO_2024_4564,SKU_Cereals_151,Dairy,2024-11-15,2024-11-22,20.1,East,Express,2135,11.5
PROMO_2024_4565,SKU_Dairy_722,Beverages,2024-07-19,2024-07-26,23.8,South,Express,519,15.2
PROMO_2024_4566,SKU_Beverages_315,Frozen,2024-10-16,2024-10-23,18.2,South,Online,1958,18.6
PROMO_2024_4567,SKU_Frozen_434,Beverages,2024-01-09,2024-01-16,21.6,East,Online,2249,7.5
PROMO_2024_4568,SKU_Snacks_486,Dairy,2024-09-01,2024-09-08,21.3,South,Hypermarket,1084,9.9
PROMO_2024_4569,SKU_Dairy_350,Beverages,2024-03-22,2024-03-29,24.4,West,Online,2981,15.7
PROMO_2024_4570,SKU_Cereals_845,Beverages,2024-08-30,2024-09-06,19.4,South,Online,1486,8.8
PROMO_2024_4571,SKU_Dairy_526,Dairy,2024-05-08,2024-05-15,12.1,East,Hypermarket,1721,14.0
PROMO_2024_4572,SKU_Cereals_659,Cereals,2024-07-16,2024-07-23,29.6,West,Hypermarket,2556,17.2
PROMO_2024_4573,SKU_Frozen_812,Frozen,2024-07-16,2024-07-23,29.1,South,Express,1526,14.1
PROMO_2024_4574,SKU_Cereals_872,Snacks,2024-05-10,2024-05-17,23.6,East,Hypermarket,2630,19.4
PROMO_2024_4575,SKU_Beverages_527,Cereals,2024-11-14,2024-11-21,14.6,East,Express,692,17.8
PROMO_2024_4576,SKU_Snacks_812,Snacks,2024-10-03,2024-10-10,27.4,South,Online,613,6.8
PROMO_2024_4577,SKU_Snacks_374,Dairy,2024-10-23,2024-10-30,18.4,North,Hypermarket,1333,12.4
PROMO_2024_4578,SKU_Frozen_903,Snacks,2024-09-09,2024-09-16,22.6,North,Hypermarket,1146,7.4
PROMO_2024_4579,SKU_Cereals_494,Snacks,2024-01-15,2024-01-22,11.9,East,Hypermarket,627,5.1
PROMO_2024_4580,SKU_Snacks_693,Cereals,2024-03-19,2024-03-26,17.3,South,Hypermarket,1298,8.6
PROMO_2024_4581,SKU_Snacks_795,Cereals,2024-07-21,2024-07-28,15.8,North,Online,2766,7.7
PROMO_2024_4582,SKU_Dairy_146,Snacks,2024-03-26,2024-04-02,14.9,West,Express,1267,5.5
PROMO_2024_4583,SKU_Snacks_737,Beverages,2024-02-27,2024-03-05,22.1,South,Hypermarket,2369,12.3
PROMO_2024_4584,SKU_Dairy_689,Cereals,2024-06-12,2024-06-19,10.2,North,Online,930,14.8
PROMO_2024_4585,SKU_Cereals_574,Dairy,2024-11-23,2024-11-30,27.4,South,Hypermarket,1704,17.7
PROMO_2024_4586,SKU_Snacks_363,Snacks,2024-09-28,2024-10-05,25.7,West,Hypermarket,2026,18.7
PROMO_2024_4587,SKU_Beverages_836,Dairy,2024-06-09,2024-06-16,16.1,North,Hypermarket,2405,19.6
PROMO_2024_4588,SKU_Frozen_563,Cereals,2024-01-30,2024-02-06,12.7,South,Online,1263,18.6
PROMO_2024_4589,SKU_Cereals_147,Frozen,2024-05-10,2024-05-17,14.7,North,Online,1327,9.2
PROMO_2024_4590,SKU_Frozen_756,Cereals,2024-12-31,2025-01-07,13.6,South,Hypermarket,963,10.7
PROMO_2024_4591,SKU_Cereals_125,Beverages,2024-12-14,2024-12-21,27.2,South,Hypermarket,1586,15.5
PROMO_2024_4592,SKU_Snacks_242,Beverages,2024-10-06,2024-10-13,13.7,West,Express,1156,10.4
PROMO_2024_4593,SKU_Cereals_267,Cereals,2024-12-01,2024-12-08,14.4,North,Express,2414,13.5
PROMO_2024_4594,SKU_Snacks_641,Snacks,2024-05-28,2024-06-04,13.3,West,Express,608,6.5
PROMO_2024_4595,SKU_Dairy_556,Frozen,2024-02-12,2024-02-19,12.2,West,Express,2699,11.2
PROMO_2024_4596,SKU_Frozen_107,Snacks,2024-03-10,2024-03-17,16.4,East,Hypermarket,2577,11.0
PROMO_2024_4597,SKU_Snacks_542,Dairy,2024-05-11,2024-05-18,14.7,North,Hypermarket,1200,5.6
PROMO_2024_4598,SKU_Beverages_185,Dairy,2024-10-20,2024-10-27,23.7,East,Hypermarket,594,9.2
PROMO_2024_4599,SKU_Cereals_469,Snacks,2024-12-10,2024-12-17,11.6,East,Hypermarket,748,15.0
PROMO_2024_4600,SKU_Dairy_430,Beverages,2024-01-15,2024-01-22,10.1,East,Online,1810,7.5
PROMO_2024_4601,SKU_Dairy_601,Dairy,2024-05-29,2024-06-05,11.2,West,Online,1526,11.5
PROMO_2024_4602,SKU_Dairy_150,Cereals,2024-11-08,2024-11-15,21.2,South,Hypermarket,2341,10.9
PROMO_2024_4603,SKU_Beverages_950,Cereals,2024-12-03,2024-12-10,16.8,South,Express,1842,15.8
PROMO_2024_4604,SKU_Cereals_609,Snacks,2024-01-04,2024-01-11,18.8,West,Online,2936,19.7
PROMO_2024_4605,SKU_Snacks_661,Snacks,2024-05-04,2024-05-11,21.3,North,Online,2741,18.6
PROMO_2024_4606,SKU_Cereals_469,Cereals,2024-03-07,2024-03-14,11.8,South,Hypermarket,1291,8.8
PROMO_2024_4607,SKU_Snacks_970,Dairy,2024-08-06,2024-08-13,20.7,North,Online,2943,5.6
PROMO_2024_4608,SKU_Snacks_410,Cereals,2024-01-16,2024-01-23,18.0,North,Hypermarket,2421,14.6
PROMO_2024_4609,SKU_Dairy_921,Cereals,2024-05-19,2024-05-26,24.4,West,Hypermarket,2109,9.1
PROMO_2024_4610,SKU_Dairy_680,Dairy,2024-06-29,2024-07-06,28.2,West,Hypermarket,866,7.5
PROMO_2024_4611,SKU_Cereals_558,Frozen,2024-05-10,2024-05-17,10.5,East,Online,828,19.1
PROMO_2024_4612,SKU_Frozen_223,Frozen,2024-10-04,2024-10-11,11.2,North,Hypermarket,1623,17.3
PROMO_2024_4613,SKU_Dairy_611,Dairy,2024-06-20,2024-06-27,19.3,West,Hypermarket,2893,17.9
PROMO_2024_4614,SKU_Beverages_678,Dairy,2024-03-07,2024-03-14,24.8,North,Express,659,13.5
PROMO_2024_4615,SKU_Dairy_532,Beverages,2024-02-18,2024-02-25,16.6,West,Express,664,6.9
PROMO_2024_4616,SKU_Snacks_668,Cereals,2024-03-19,2024-03-26,15.0,East,Hypermarket,1750,11.8
PROMO_2024_4617,SKU_Dairy_571,Snacks,2024-03-24,2024-03-31,16.5,South,Online,1109,5.9
PROMO_2024_4618,SKU_Frozen_759,Snacks,2024-06-29,2024-07-06,20.6,West,Hypermarket,1977,15.6
PROMO_2024_4619,SKU_Snacks_569,Snacks,2024-09-12,2024-09-19,22.4,South,Hypermarket,1890,15.5
PROMO_2024_4620,SKU_Cereals_267,Beverages,2024-12-16,2024-12-23,10.6,South,Online,2560,11.0
PROMO_2024_4621,SKU_Snacks_831,Frozen,2024-08-04,2024-08-11,26.0,East,Express,1672,13.0
PROMO_2024_4622,SKU_Snacks_793,Dairy,2024-05-16,2024-05-23,15.0,South,Express,2109,16.9
PROMO_2024_4623,SKU_Snacks_827,Snacks,2024-06-26,2024-07-03,22.1,West,Online,2359,11.1
PROMO_2024_4624,SKU_Dairy_354,Beverages,2024-03-20,2024-03-27,29.5,South,Hypermarket,1776,18.4
PROMO_2024_4625,SKU_Snacks_157,Cereals,2024-07-18,2024-07-25,18.2,South,Hypermarket,1606,16.7
PROMO_2024_4626,SKU_Beverages_807,Snacks,2024-02-29,2024-03-07,11.8,West,Online,1303,8.8
PROMO_2024_4627,SKU_Beverages_281,Dairy,2024-12-18,2024-12-25,14.2,South,Online,2779,11.3
PROMO_2024_4628,SKU_Snacks_473,Dairy,2024-04-21,2024-04-28,10.6,East,Express,1990,10.4
PROMO_2024_4629,SKU_Beverages_308,Beverages,2024-03-01,2024-03-08,27.4,South,Hypermarket,817,6.6
PROMO_2024_4630,SKU_Beverages_689,Beverages,2024-06-22,2024-06-29,15.9,East,Express,1683,7.5
PROMO_2024_4631,SKU_Frozen_644,Beverages,2024-02-11,2024-02-18,13.6,East,Express,1473,12.6
PROMO_2024_4632,SKU_Cereals_265,Frozen,2024-07-06,2024-07-13,12.2,West,Express,2511,14.6
PROMO_2024_4633,SKU_Beverages_776,Dairy,2024-03-29,2024-04-05,15.8,West,Hypermarket,1537,11.6
PROMO_2024_4634,SKU_Beverages_319,Frozen,2024-04-14,2024-04-21,22.4,West,Express,2834,17.2
PROMO_2024_4635,SKU_Snacks_974,Cereals,2024-07-03,2024-07-10,11.2,East,Hypermarket,1569,10.5
PROMO_2024_4636,SKU_Cereals_916,Frozen,2024-11-29,2024-12-06,14.4,East,Express,2829,7.7
PROMO_2024_4637,SKU_Snacks_149,Beverages,2024-12-17,2024-12-24,29.2,South,Express,1828,16.1
PROMO_2024_4638,SKU_Cereals_841,Frozen,2024-02-09,2024-02-16,11.8,East,Express,1728,18.6
PROMO_2024_4639,SKU_Dairy_647,Dairy,2024-05-02,2024-05-09,28.8,East,Hypermarket,694,19.8
PROMO_2024_4640,SKU_Cereals_375,Dairy,2024-11-21,2024-11-28,10.3,West,Online,2918,10.8
PROMO_2024_4641,SKU_Dairy_928,Frozen,2024-01-14,2024-01-21,22.5,South,Online,2326,18.7
PROMO_2024_4642,SKU_Cereals_931,Snacks,2024-11-06,2024-11-13,26.0,North,Online,2511,14.0
PROMO_2024_4643,SKU_Cereals_495,Beverages,2024-12-24,2024-12-31,10.2,North,Express,2293,6.3
PROMO_2024_4644,SKU_Cereals_204,Cereals,2024-10-24,2024-10-31,28.0,East,Hypermarket,1068,15.9
PROMO_2024_4645,SKU_Cereals_525,Cereals,2024-04-07,2024-04-14,10.0,East,Hypermarket,1266,18.7
PROMO_2024_4646,SKU_Snacks_671,Frozen,2024-09-03,2024-09-10,20.8,South,Online,1047,6.7
PROMO_2024_4647,SKU_Cereals_667,Dairy,2024-03-29,2024-04-05,27.8,East,Online,2744,9.4
PROMO_2024_4648,SKU_Cereals_970,Dairy,2024-07-09,2024-07-16,22.4,West,Online,2976,17.2
PROMO_2024_4649,SKU_Frozen_996,Beverages,2024-08-19,2024-08-26,13.3,North,Online,776,9.3
PROMO_2024_4650,SKU_Beverages_239,Beverages,2024-05-22,2024-05-29,17.8,West,Hypermarket,2500,7.5
PROMO_2024_4651,SKU_Frozen_533,Cereals,2024-12-27,2025-01-03,24.4,East,Online,2008,7.5
PROMO_2024_4652,SKU_Beverages_857,Frozen,2024-12-26,2025-01-02,24.2,East,Express,1825,14.9
PROMO_2024_4653,SKU_Dairy_318,Dairy,2024-12-23,2024-12-30,24.0,South,Online,1440,5.4
PROMO_2024_4654,SKU_Dairy_589,Frozen,2024-06-09,2024-06-16,19.4,South,Express,2316,11.5
PROMO_2024_4655,SKU_Beverages_837,Cereals,2024-08-28,2024-09-04,10.8,South,Online,1616,15.9
